PRESION,ALTURA,TEMPAMB,TEMPROCIO,HUMEDAD,MEZCLAIRE,VIENTO,TPOT,TPOTEQ,TPOTV
20100,12467,222,200.8,6,0.00001,8.745555556,351.4,351.3,351.3
20100,12468,222.1,206.1,16.66666667,2.67E-05,5.658888889,351.6333333,351.5333333,351.5333333
20000,12470,220.5305785,209.4826446,31.04132231,4.49E-05,38.58333333,349.7272727,349.5132231,349.5326446
19900,12472,219.1083333,211.5583333,42.41666667,5.42E-05,28.29444444,348.0041667,347.7666667,347.7708333
19800,12474,217.8333333,213.3666667,58,6.33E-05,19.03444444,346.5666667,346.2333333,346.2333333
19800,12475,218.7,211.2,41,0.000045,10.80333333,347.85,347.6,347.6
19700,12477,218.9,197.9,6,0.00001,24.17888889,348.5,348.4,348.4
20100,12478,221.5,214.75,46,0.0000775,19.03444444,350.925,350.575,350.575
20000,12480,220.5486111,210.5583333,34.42361111,5.02E-05,31.38111111,349.7826389,349.5402778,349.5652778
19900,12481,219.5,207.6,22,0.00003,22.63555556,348.4,348.3,348.3
19900,12482,219.4666667,211.3958333,41.54166667,5.46E-05,36.52555556,348.5916667,348.3375,348.3458333
19800,12484,218.15,208.9833333,42.5,4.67E-05,20.06333333,346.9666667,346.7666667,346.7666667
19850,12485,219.7,211.2,34.5,0.000045,7.202222222,349.2,348.95,349
19700,12486,217.2333333,211.0333333,51.33333333,0.00005,22.12111111,346,345.7666667,345.7666667
19700,12487,217.5,207.5,28,0.00003,13.37555556,346.4,346.2,346.2
20000,12490,220.9385321,210.4458716,34.59633028,5.28E-05,32.92444444,350.4119266,350.1550459,350.1752294
19900,12492,219.4333333,211.4285714,42.0952381,5.52E-05,23.66444444,348.5428571,348.2857143,348.2952381
19800,12494,218.5222222,212.0333333,49.55555556,5.78E-05,13.89,347.6,347.3333333,347.3333333
19800,12495,219.4,209.1625,28.875,0.00003875,15.94777778,348.9,348.7125,348.725
19846.1811,12497,219.6265748,209.8740157,34.10826772,4.54E-05,28.80888889,349.0661417,348.8529528,348.8629921
20100,12498,221.5,212.3,38,0.000065,19.03444444,350.85,350.55,350.6
20000,12500,221.1074074,210.854321,34.03703704,5.28E-05,33.95333333,350.6814815,350.4283951,350.4493827
19900,12502,220.0454545,209.7818182,31,4.36E-05,21.60666667,349.4636364,349.2545455,349.2818182
19875,12503,220.9,204.425,15,0.0000225,11.83222222,350.85,350.75,350.75
19800,12504,218.54,212.26,49.4,0.000058,21.09222222,347.62,347.34,347.38
19800,12505,219.9571429,208.0714286,29.57142857,4.14E-05,18.00555556,349.8,349.6142857,349.6285714
19700,12506,217.3,211.3,48.5,0.00005,9.774444444,346.1,345.9,345.9
19700,12507,218.5,209.36,37.6,0.000044,21.09222222,347.98,347.78,347.8
19700,12508,219.7,203.7,12.5,0.00002,16.97666667,349.8,349.7,349.7
19750,12509,219.4,210.5,33.5,0.00004,21.60666667,349.15,348.95,348.95
20000,12510,221.337931,211.0362069,33.56896552,5.36E-05,31.38111111,351.0517241,350.8,350.8155172
19900,12512,220.1384615,209.9307692,30.53846154,4.46E-05,19.54888889,349.6076923,349.3923077,349.4153846
19900,12513,220.3,206.3,26.5,0.00004,19.54888889,349.85,349.6,349.7
19800,12514,218.7818182,212.7545455,49.90909091,5.91E-05,11.31777778,348.0090909,347.7363636,347.7545455
19800,12515,219.38,210.4866667,40,5.07E-05,20.06333333,348.9333333,348.6933333,348.7133333
19700,12516,216.9666667,212.4,60.33333333,5.67E-05,11.31777778,345.6333333,345.4,345.4
19700,12517,218.07,212.48,53.1,0.000059,19.54888889,347.38,347.12,347.14
19700,12518,219.3,206.8,21,0.000025,9.26,349.2,349.05,349.05
19600,12519,218.3,213.3,54,0.00006,19.03444444,348.3,348,348
20000,12520,221.59,211.5625,33.6,0.00005625,28.29444444,351.45,351.19,351.2125
19900,12521,221.7,209.7,23,0.00004,1.543333333,352.1,351.9,351.9
19900,12522,220.6,209.425,34.5,0.0000475,10.80333333,350.35,350.1,350.125
19850,12523,220,216.65,66.5,0.000095,12.34666667,349.85,349.4,349.45
19800,12524,219.3666667,215.1,60.33333333,0.00008,10.80333333,349,348.6666667,348.7
19800,12525,219.7307692,210.7076923,38,5.38E-05,25.20777778,349.4846154,349.2538462,349.2692308
19700,12526,217.72,212.72,56,0.00006,14.91888889,346.82,346.58,346.6
19700,12527,218.6222222,210.6777778,41.27777778,0.00005,25.72222222,348.2388889,348.0055556,348.0055556
19700,12528,219.3,212.3,42,0.00005,12.34666667,349.3,349.1,349.1
19600,12529,216.9,206.9,27,0.00003,3.086666667,345.9,345.8,345.8
19955.55556,12530,221.6333333,210.0111111,28,4.67E-05,24.17888889,351.7,351.4777778,351.4888889
19900,12532,220.4,212.34,43.8,0.000064,7.202222222,350.12,349.8,349.84
19775,12534,219.125,210.1,42,0.000055,18.52,348.65,348.4,348.425
19800,12535,219.675,210.1166667,36.83333333,4.83E-05,18.52,349.4,349.1666667,349.175
19750,12536,220.35,201.4,31.5,0.0000405,29.83777778,350.65,350.5,350.5
19700,12537,218.68125,209.2,35.5,0.0000425,19.03444444,348.3,348.10625,348.1125
19600,12538,216.5,206.5,27,0.00003,14.91888889,345.2,345.1,345.1
19600,12539,217.4,208.025,33.25,0.0000375,22.63555556,346.725,346.55,346.55
19866.66667,12540,220.6111111,206.9444444,21,3.44E-05,13.37555556,350.4777778,350.3,350.3222222
19800,12542,220.15,212.775,44.25,0.000065,16.46222222,350.175,349.9,349.925
19866.66667,12543,220.8666667,204.0333333,17.66666667,2.67E-05,19.03444444,350.8333333,350.6666667,350.7
19800,12544,219.5,212.55,44,0.000055,11.83222222,349.15,348.9,348.9
19800,12545,220.375,209.75,30.75,0.000045,14.40444444,350.4875,350.275,350.275
19700,12547,218.805,210.755,40.6,0.0000495,22.12111111,348.51,348.285,348.29
19716.66667,12548,219.7666667,205.9666667,27.83333333,3.83E-05,19.54888889,349.9,349.7333333,349.75
19600,12549,217.8,209.5,40,0.00004,21.60666667,347.375,347.225,347.225
19800,12550,220.3333333,209.6666667,28.5,0.00004,9.774444444,350.4,350.2,350.2333333
19566.66667,12551,219.1666667,202.8333333,20,0.00002,20.06333333,349.6666667,349.5333333,349.5333333
19700,12552,218.5,209.275,36,0.0000375,19.54888889,347.975,347.8,347.8
19900,12553,222.3,217.6,57,0.00011,20.06333333,353.3,352.8,352.9
19800,12554,219.5,210.5,32,0.00004,11.83222222,349.1,348.9,348.9
19800,12555,219.95,211.35,39.5,5.33E-05,15.94777778,349.85,349.6166667,349.6166667
19700,12557,219.2214286,208.4285714,31.21428571,4.08E-05,31.89555556,349.1285714,348.9571429,348.9571429
19700,12558,220.0333333,213.0666667,49.66666667,0.00007,13.89,350.5666667,350.2666667,350.2666667
19600,12559,217.3666667,208.0333333,33,3.33E-05,18.00555556,346.6666667,346.5,346.5
19600,12560,218.7857143,207.2142857,24.71428571,3.14E-05,16.97666667,348.9142857,348.7714286,348.7714286
19600,12561,220.1666667,206.5,23,0.00003,11.83222222,351.1,350.9666667,350.9666667
19800,12563,221,206.2,15,0.00002,5.144444444,351.3,351.2,351.2
19400,12564,217.5,202.5,14,0.00001,14.91888889,347.8,347.7,347.7
19800,12565,220.86,210.06,34.4,0.000054,27.78,351.3,351.04,351.06
19700,12566,219.1,208.1,25,0.00003,10.28888889,348.9,348.8,348.8
19700,12567,219.1,212.875,47.25,0.00006,8.745555556,349.025,348.775,348.775
19680,12568,219.42,206.32,25.8,0.000034,16.97666667,349.54,349.38,349.38
19600,12569,217.925,212.7125,53.75,0.00005875,21.60666667,347.6625,347.4,347.4125
19580,12570,218.6,211.1,40.2,0.00005,21.60666667,348.78,348.54,348.58
19500,12571,217.1,209.8666667,45.33333333,4.67E-05,19.03444444,346.8,346.5666667,346.6333333
19500,12572,217,213.1,62,0.000065,8.231111111,346.7,346.4,346.45
19500,12573,218.2333333,208.3666667,36.33333333,0.00004,11.31777778,348.6,348.4,348.4333333
19750,12574,219.7,215.25,58,0.00008,20.57777778,349.85,349.5,349.55
19800,12575,220.9,211.5666667,38,0.00006,19.03444444,351.4,351.1333333,351.1333333
19700,12576,219.5,205.4,16,0.00002,0.01,349.6,349.5,349.5
19700,12577,219.275,213.35,48.5,0.000065,18.52,349.3,349.025,349.025
19660,12578,219.66,211.42,41.2,0.000052,16.46222222,350.08,349.84,349.84
19600,12579,218.2444444,208.8666667,33.55555556,3.89E-05,15.43333333,348.1,347.9111111,347.9111111
19600,12580,218.98,208.78,33.8,0.000042,19.54888889,349.26,349.07,349.08
19560,12581,218.52,212.02,47.8,0.000056,36.01111111,348.8,348.56,348.56
19500,12582,217.2333333,206.9,28.66666667,0.00003,18.00555556,346.9333333,346.8,346.8
19500,12583,218.4,211.95,45.5,0.000055,9.774444444,348.9,348.65,348.7
19400,12584,217.7,204.7,24.5,0.000025,20.57777778,348.2,348.05,348.05
19800,12585,219.7,213.7,48,0.00007,4.115555556,349.5,349.2,349.2
19700,12587,219.55,214,53,0.00007,17.49111111,349.8,349.5,349.5
19666.66667,12588,219.4,211.8,41.66666667,5.33E-05,16.97666667,349.7,349.4,349.4
19600,12589,218.25,211.075,45.25,0.0000525,14.91888889,348.1625,347.925,347.925
19600,12590,219.375,209.4666667,32.41666667,0.00004,29.32333333,349.9083333,349.6916667,349.7
19525,12591,218.0625,209.8,44.25,0.00004625,36.01111111,348.2,347.9875,348
19500,12592,217.9,209.4166667,36.33333333,4.17E-05,18.00555556,348.05,347.8666667,347.8666667
19500,12593,218.8,206.8142857,23.42857143,0.00003,22.63555556,349.4285714,349.2857143,349.3
19450,12594,218.6,209.2,36,0.00004,10.80333333,349.4,349.2,349.25
19533.33333,12595,218.7666667,206.7666667,21.33333333,2.67E-05,21.60666667,349.2,349.0666667,349.0666667
19700,12596,219.85,207.3,21,0.00003,5.658888889,350.1,350,350
19666.66667,12598,219.8666667,211.7333333,41.66666667,6.33E-05,9.26,350.4,350.1,350.1
19600,12599,218.3,215,66,0.00008,8.231111111,348.4,348,348
19592.30769,12600,219.1384615,207.5846154,27.38461538,3.46E-05,42.18444444,349.5307692,349.3769231,349.3769231
19600,12601,219.7666667,207.8333333,31.66666667,4.33E-05,8.231111111,350.5333333,350.3333333,350.3333333
19500,12602,218.0727273,209.4363636,37.72727273,4.27E-05,21.09222222,348.3272727,348.1363636,348.1545455
19500,12603,218.82,205.02,20.6,0.000028,16.46222222,349.46,349.32,349.32
19425,12604,217.85,208.55,36.25,0.0000375,18.00555556,348.35,348.125,348.175
19400,12605,217.4333333,207.7666667,33.33333333,3.33E-05,12.34666667,347.7666667,347.6333333,347.6333333
19500,12606,219.8,201.1,8.5,0.000015,28.29444444,350.9,350.9,350.9
19700,12607,220.4,208.1,21,0.00003,9.26,351,350.8,350.8
19433.33333,12608,218.5,206.3666667,28.66666667,0.00003,12.86111111,349.3,349.1333333,349.1666667
19600,12609,219.45,215.35,61,0.00008,5.658888889,350.15,349.75,349.75
19625,12610,218.9125,211.0875,42.375,0.00005,18.52,349.075,348.8375,348.8375
19544.44444,12611,218.7888889,208.5444444,35,4.11E-05,25.72222222,349.2222222,349.0444444,349.0666667
19494.73684,12612,217.9157895,210.0842105,40.42105263,4.42E-05,21.09222222,348.1105263,347.9105263,347.9263158
19477.77778,12613,218.0111111,208.8888889,36.22222222,0.00004,12.86111111,348.3444444,348.1444444,348.1444444
19437.5,12614,217.425,211.2875,51.25,0.00005375,13.37555556,347.675,347.4,347.425
19400,12615,217.6333333,206.6666667,31,0.00003,12.86111111,348.1,347.9333333,347.9333333
19400,12616,217.68,207.22,31.4,0.000036,26.75111111,348.18,348,348
19500,12617,218.3,212.25,46.5,0.000055,6.687777778,348.8,348.5,348.55
19500,12618,218.6,210.6,37.5,0.00005,13.89,349.2,349,349
19566.66667,12620,218.9666667,211.1166667,40.33333333,5.17E-05,16.46222222,349.4833333,349.2166667,349.2333333
19533.33333,12621,219.6,210.0666667,44,5.67E-05,25.72222222,350.7,350.4,350.4
19500,12622,218.2125,210.175,40.5,0.00004625,18.00555556,348.5625,348.325,348.3375
19500,12623,218.7,211.7642857,46.85714286,5.57E-05,23.66444444,349.4,349.1357143,349.1428571
19412.5,12624,217.8,208.05,34,0.00003625,16.97666667,348.3125,348.15,348.1625
19400,12625,217.8,212.075,49.5,0.000055,22.12111111,348.475,348.225,348.225
19400,12626,218.5,212.5,47,0.00006,12.34666667,349.6,349.3,349.3
19400,12627,217.3,212.5,55,0.00006,10.80333333,347.7,347.4,347.4
19500,12629,219.0333333,208.5333333,27.66666667,3.67E-05,23.66444444,349.8666667,349.7,349.7
19566.66667,12630,219.0333333,208.8,36.66666667,4.67E-05,12.86111111,349.5333333,349.3333333,349.3333333
19500,12631,218.1,213.55,58,0.00007,13.37555556,348.5,348.15,348.2
19500,12632,218.0857143,210.0142857,38.71428571,4.14E-05,15.43333333,348.3571429,348.1428571,348.1571429
19500,12633,219.1,208.52,32,0.00004,8.231111111,349.98,349.76,349.76
19437.5,12634,218.5125,210.425,42,0.00004875,19.54888889,349.375,349.15,349.1625
19422.22222,12635,218.4777778,209.7888889,37.33333333,4.44E-05,29.83777778,349.3888889,349.1777778,349.1888889
19400,12636,218.2333333,208.1,33.33333333,3.67E-05,13.37555556,349.1,348.9,348.9
19333.33333,12637,217.3,207.6333333,28.66666667,3.33E-05,16.97666667,347.9,347.7666667,347.7666667
19433.33333,12638,218.2333333,207.2333333,30,0.00003,13.37555556,348.8666667,348.7333333,348.7333333
19466.66667,12639,219.6333333,207,26.66666667,3.33E-05,29.32333333,351,350.8,350.8333333
19400,12640,218.7,204.7,16,0.00002,7.202222222,349.8,349.6,349.6
19575,12641,220.2,208.45,27.75,0.0000375,16.46222222,351.3,351.15,351.15
19533.33333,12642,219.5666667,208.9,30,3.67E-05,11.83222222,350.5,350.3333333,350.3666667
19500,12643,218.8,211.4,49.5,0.00006,12.86111111,349.6,349.25,349.35
19400,12644,217.6166667,212.0333333,52.33333333,0.000055,10.28888889,348.2,347.9166667,347.95
19400,12645,218.1444444,208.2444444,30.33333333,3.33E-05,19.03444444,348.9222222,348.7444444,348.7444444
19380,12646,218.2,209.94,43.1,0.000049,37.04,349.17,348.96,348.96
19400,12647,219.9,200.9,8,0.00001,4.63,351.6,351.6,351.6
19320,12648,217.78,207.2,33,0.000036,15.43333333,348.76,348.58,348.6
19300,12649,217.6333333,210.6333333,42,4.67E-05,23.15,348.6666667,348.4666667,348.4666667
19266.66667,12650,216.3666667,209.6333333,45,4.33E-05,19.03444444,346.8333333,346.6333333,346.6666667
19350,12652,218,203.5,16,0.000015,20.57777778,348.9,348.8,348.8
19300,12653,217.2,206.3,24,0.00003,12.86111111,347.9,347.8,347.8
19433.33333,12654,218.2888889,208.7444444,37.22222222,4.23E-05,22.12111111,349.0222222,348.8333333,348.8333333
19375,12655,218.55,206.775,31.75,0.0000375,36.52555556,349.725,349.525,349.55
19400,12656,218.6,212.1875,46.75,0.00005875,13.89,349.7625,349.5125,349.525
19314.28571,12657,217.2428571,209.3,44.85714286,4.57E-05,20.57777778,347.9714286,347.7571429,347.7714286
19316.66667,12658,218.0666667,205.0666667,21.33333333,0.000025,25.72222222,349.1833333,349.05,349.0666667
19300,12659,217.8,210.65,45.16666667,0.00005,19.54888889,348.95,348.7166667,348.7333333
19300,12660,219.1,199.1,7,0.00001,17.49111111,350.9,350.8,350.8
19350,12661,218.975,209.15,36.75,0.000045,17.49111111,350.55,350.375,350.375
19500,12662,220.4,206.1,16,0.00002,15.43333333,351.9,351.8,351.8
19500,12663,218.7,210.7,37,0.00004,7.202222222,349.4,349.1,349.1
19475,12664,219.5,211.325,45.5,0.00006,28.29444444,350.8,350.55,350.55
19350,12665,217.25,210.6,44,0.000045,15.43333333,347.75,347.6,347.6
19400,12666,218.9666667,210.0833333,38,4.67E-05,11.31777778,350.3166667,350.05,350.1
19362.5,12667,218.725,208.6125,33.625,0.00003875,25.20777778,350.05,349.8625,349.8875
19283.33333,12668,217.5333333,208.9166667,40.83333333,4.17E-05,34.46777778,348.5833333,348.3666667,348.3833333
19311.11111,12669,217.9,211.6666667,48.55555556,5.44E-05,14.91888889,349.0888889,348.8222222,348.8555556
19240,12670,217.26,208.12,33.2,0.000034,17.49111111,348.34,348.18,348.18
19275,12671,217.775,204.1,23.5,0.000025,25.20777778,348.975,348.825,348.825
19200,12672,217.9,203.9,16,0.00002,19.54888889,349.5,349.4,349.4
19350,12673,218.1,211.85,47.5,0.000055,31.89555556,349.25,348.95,349
19500,12674,220,207.8,28.5,0.00004,19.54888889,351.4,351.25,351.25
19380,12675,218.1,205.84,42.402,0.0000482,12.34666667,349.02,348.8,348.8
19366.66667,12676,217.9,209.6333333,37.66666667,0.00004,10.28888889,348.7333333,348.5666667,348.5666667
19300,12677,217.1,209.48,40.8,0.000042,25.20777778,347.8,347.6,347.6
19316.66667,12678,217.7666667,211.3,47.33333333,5.17E-05,13.89,348.8333333,348.5833333,348.5833333
19291.66667,12679,217.9666667,208.825,36.75,4.08E-05,17.49111111,349.225,349.05,349.05
19257.14286,12680,217.9285714,207.7571429,32.42857143,3.43E-05,20.57777778,349.3285714,349.1428571,349.1571429
19300,12681,218.65,203.6,14,0.00002,9.774444444,350.2,350.1,350.1
19166.66667,12682,217.3333333,207.4666667,36.66666667,3.33E-05,10.28888889,348.8333333,348.7,348.7
19450,12683,218.8,210,34,0.000045,3.086666667,349.75,349.5,349.5
19500,12684,219.5,211.5,37,0.00005,6.173333333,350.6,350.4,350.4
19300,12686,217.2,206.4,25,0.00003,7.716666667,347.9,347.7,347.7
19340,12687,218.32,209.64,34.4,0.00004,17.49111111,349.54,349.32,349.32
19300,12688,217.7,211.66,51,0.000056,16.46222222,348.8,348.56,348.56
19300,12689,218.1666667,209.1111111,37.11111111,4.11E-05,29.32333333,349.5222222,349.3222222,349.3333333
19244.44444,12690,217.7444444,210.3888889,46.88888889,5.11E-05,12.34666667,349.1444444,348.9222222,348.9222222
19200,12691,217.225,209.5875,41.25,0.00004375,12.86111111,348.525,348.325,348.325
19166.66667,12692,216.3666667,208.7,39.33333333,3.67E-05,28.29444444,347.3,347.1,347.1
19200,12693,216.8,210.3,46,0.000045,10.80333333,347.85,347.65,347.65
19400,12694,219.1,204.1,14,0.00002,5.658888889,350.4,350.3,350.3
19400,12695,219.1,214.3,56,0.00007,5.658888889,350.6,350.3,350.3
19400,12696,217.9,213.2,56,0.00006,10.28888889,348.7,348.4,348.4
19233.33333,12697,218.7666667,201.9333333,11,1.33E-05,21.60666667,350.6666667,350.6,350.6
19300,12698,217.6333333,213.2666667,58.66666667,6.33E-05,6.173333333,348.7333333,348.4333333,348.4333333
19300,12699,218.2,210.05,40,0.000045,8.745555556,349.55,349.35,349.35
19225,12700,217.05,207.275,33.5,0.00003,5.144444444,348.075,347.925,347.975
19200,12701,217.2,208.45,40.25,0.0000425,15.43333333,348.45,348.275,348.3
19188.88889,12702,217.3111111,206.6,30.55555556,3.33E-05,19.03444444,348.6666667,348.5111111,348.5111111
19200,12703,217.7,207.2857143,34.57142857,3.43E-05,12.86111111,349.2714286,349.0857143,349.0857143
19185.71429,12704,218.2428571,208.5714286,39.85714286,4.43E-05,19.03444444,350.2428571,350.0285714,350.0285714
19100,12705,217.1,209.1,37.5,0.00004,16.46222222,348.8,348.65,348.65
19275,12706,218.725,208.4,37.5,0.00005,31.89555556,350.525,350.35,350.35
19400,12707,219.7,203.7,13,0.00002,3.601111111,351.3,351.2,351.2
19225,12708,217.15,211.975,52.25,0.000055,17.49111111,348.375,348.1,348.125
19250,12709,217.4166667,211.9666667,53,0.000055,11.31777778,348.6333333,348.4,348.4166667
19228.57143,12710,217.5857143,210.2142857,40.14285714,4.43E-05,25.20777778,348.9714286,348.7714286,348.7714286
19183.33333,12711,216.95,210.5,45.16666667,4.67E-05,19.03444444,348.1833333,347.9666667,347.9666667
19170,12712,217.35,209.86,40.7,0.00004,29.32333333,348.87,348.67,348.69
19180,12713,217.78,206.18,30.4,0.0000322,12.34666667,349.46,349.3,349.3
19142.85714,12714,217.1857143,206.8714286,30.71428571,3.14E-05,19.03444444,348.7,348.5714286,348.5714286
19175,12715,217.9,209.3,46.25,0.00005,24.17888889,349.775,349.525,349.55
19150,12716,217.5,210,41.5,0.0000475,11.83222222,349.275,349.025,349.025
19066.66667,12717,217.3,203.7666667,22.33333333,2.33E-05,11.31777778,349.2666667,349.1666667,349.1666667
19240,12718,218,210.02,40,0.000046,14.40444444,349.56,349.36,349.36
19300,12719,218.8,208.05,37.25,0.0000475,18.52,350.55,350.325,350.325
19233.33333,12720,217.8,211.2,44.66666667,5.33E-05,11.83222222,349.3,349.0666667,349.1333333
19222.22222,12721,217.9888889,211.4555556,47.77777778,5.44E-05,18.00555556,349.7,349.4444444,349.4444444
19200,12722,217.95,207.34,28.4,0.000032,16.46222222,349.63,349.47,349.5
19157.14286,12723,217.6,209.4571429,39.28571429,4.29E-05,13.89,349.3428571,349.1285714,349.1571429
19100,12724,217.06,209,38,0.00004,16.97666667,348.76,348.58,348.58
19100,12725,218,207.56,32.2,0.000036,25.72222222,350.26,350.08,350.08
19100,12726,218.7,201.7,11,0.00001,6.687777778,351.3,351.2,351.2
19100,12727,218.3,204.3,16.5,0.00002,13.37555556,350.65,350.55,350.55
19300,12728,218.5,212.5,47,0.00006,7.202222222,350.1,349.8,349.8
19250,12729,218.2,210.45,42.25,0.00005,12.86111111,349.85,349.625,349.625
19100,12730,216.1,207.5,33,0.00003,8.745555556,347.2,347.1,347.1
19200,12731,217.68,209.52,39.8,0.000044,19.03444444,349.26,349.06,349.06
19200,12732,217.7428571,207.4571429,30.28571429,3.14E-05,17.49111111,349.3142857,349.1285714,349.1285714
19145.45455,12733,217.2181818,207.0363636,33.27272727,3.55E-05,18.00555556,348.7454545,348.5909091,348.5909091
19125,12734,217.4,207.9,32,0.000035,15.94777778,349.125,349,349
19100,12735,217.5,209.8166667,41.5,0.000045,14.40444444,349.4833333,349.2833333,349.2833333
19150,12736,217,211,46.5,0.00005,8.231111111,348.5,348.25,348.25
19133.33333,12737,218.1,205.2666667,20.33333333,2.67E-05,24.17888889,350.1666667,350.0333333,350.0666667
18966.66667,12738,216.3666667,204.8,30.33333333,0.00003,15.43333333,348.2666667,348.1666667,348.1666667
19300,12739,218.9666667,211.9,42.33333333,5.33E-05,12.86111111,350.8666667,350.6333333,350.6333333
19200,12740,218.5,212.9,50,0.00006,6.687777778,350.7,350.4,350.4
19183.33333,12741,218.3833333,211.2833333,44.16666667,5.17E-05,12.86111111,350.5166667,350.2666667,350.2833333
19140,12742,217.46,209.46,41.4,0.000042,20.57777778,349.2,349,349.02
19142.85714,12743,217.6428571,207.9142857,33.28571429,3.43E-05,14.40444444,349.4285714,349.3,349.3
19100,12744,217.2,211.1571429,51.85714286,5.29E-05,11.31777778,349.0571429,348.8142857,348.8142857
19112.5,12745,217.725,207.9375,38.5,0.00004125,27.26555556,349.775,349.575,349.5875
19060,12746,217.1,209.7,39.8,0.00004,15.94777778,349.08,348.84,348.84
19033.33333,12747,216.5,210.4333333,51,4.67E-05,22.63555556,348.2666667,348,348.0333333
19060,12748,217.38,205.58,25.4,0.000028,14.91888889,349.44,349.3,349.32
19150,12749,218.6,213.6,53.5,0.00007,9.774444444,351.1,350.75,350.75
19166.66667,12750,218.0333333,210.8333333,40.66666667,4.67E-05,7.202222222,350.0666667,349.8333333,349.8666667
19200,12751,217.8333333,207,35.33333333,0.00004,12.86111111,349.4666667,349.3,349.3
19214.28571,12752,218.6428571,210.6714286,42.14285714,5.29E-05,19.03444444,350.7571429,350.4857143,350.5285714
19200,12753,219.1,208.7,34,0.000045,9.26,351.55,351.35,351.35
19133.33333,12754,217.6333333,208.3,31.33333333,3.33E-05,9.774444444,349.5,349.3,349.3
19084.61538,12755,217.5384615,209.4230769,39.46153846,4.31E-05,19.54888889,349.6153846,349.4153846,349.4230769
19033.33333,12756,216.5666667,207.3777778,34.77777778,3.33E-05,16.46222222,348.3,348.1444444,348.1444444
19040,12757,217.18,211.6,50,0.000054,16.97666667,349.34,349.08,349.08
19000,12758,216.8777778,206.3888889,30.44444444,3.11E-05,20.06333333,348.9444444,348.8222222,348.8222222
18988.88889,12759,216.9888889,208.9222222,43,4.44E-05,26.75111111,349.2444444,349.0444444,349.0555556
19000,12760,218,205.5,30,0.000035,26.23666667,350.8,350.6,350.6
19033.33333,12761,217.7,203.7,22,2.33E-05,10.80333333,350.0333333,349.9666667,349.9666667
19175,12762,218.4,208.9,34.25,0.0000425,19.54888889,350.5,350.325,350.325
19150,12763,217.7,213.75,61,0.000065,5.144444444,349.65,349.3,349.35
19133.33333,12764,218.1333333,206.3,28.33333333,3.67E-05,20.57777778,350.2666667,350.1333333,350.1333333
19100,12765,217.7142857,209.4,41.42857143,4.43E-05,15.94777778,349.8285714,349.6142857,349.6142857
19057.14286,12766,217.1714286,209.9857143,44.42857143,4.57E-05,14.40444444,349.2,348.9857143,348.9857143
19014.28571,12767,216.9285714,209.1285714,43.28571429,4.14E-05,22.12111111,349,348.8142857,348.8428571
18975,12768,216.3,207.525,39.25,0.0000325,25.72222222,348.15,348,348
19000,12769,216.95,210.2,43,0.000045,14.91888889,349.1,348.85,348.95
18987.5,12770,217.4625,206.75,31.75,0.000036375,29.83777778,349.975,349.7875,349.8
18933.33333,12771,216.5,206.8333333,36,3.33E-05,14.91888889,348.6666667,348.5666667,348.5666667
19050,12772,217.5,209,34.5,0.00004,6.173333333,349.75,349.55,349.55
19150,12773,218.3,207,26,0.000035,8.231111111,350.4,350.3,350.3
19000,12774,216.7333333,206.9,30,0.00003,16.46222222,348.7,348.5333333,348.5333333
19080,12775,217.5,209.7,39.8,0.000044,18.52,349.6,349.38,349.38
18980,12776,216.02,208.72,44.8,0.000038,15.94777778,347.7,347.52,347.52
19025,12777,216.65,210.1,44.75,0.000045,8.745555556,348.5,348.3,348.3
19000,12778,217.08,202.92,17.6,0.0000182,13.89,349.26,349.14,349.14
18960,12779,216.5,211.06,52.4,0.00005,9.26,348.66,348.42,348.42
18933.33333,12780,217.1,204.4333333,23.33333333,2.67E-05,29.83777778,349.6333333,349.5333333,349.5333333
18900,12781,216.0333333,207.3666667,32.66666667,2.67E-05,20.57777778,348.1333333,348,348
18875,12782,216.475,204.85,26.5,0.000025,28.80888889,348.9,348.85,348.85
18800,12783,214.7,204.7,27,0.00002,6.687777778,346.4,346.4,346.4
19066.66667,12784,217.6333333,207.8666667,34.66666667,3.67E-05,15.94777778,349.8333333,349.7,349.7
19100,12785,217.9,208.9,32,0.00004,12.34666667,350.1,349.9,349.9
19075,12786,218.1,206.95,33.25,0.00004,21.09222222,350.55,350.375,350.375
18975,12787,215.95,210.525,52.5,0.000045,8.745555556,347.675,347.45,347.475
19007.69231,12788,217.3692308,207.0692308,36.84615385,3.77E-05,38.06888889,349.7538462,349.5461538,349.5846154
18962.5,12789,216.9375,209.6375,45.25,0.00004625,16.97666667,349.325,349.0875,349.1
18900,12790,215.8333333,207.2,41.33333333,3.67E-05,11.31777778,347.8,347.6333333,347.6333333
18942.85714,12791,217.6714286,209.5714286,41.85714286,4.71E-05,29.32333333,350.5857143,350.3714286,350.3857143
18883.33333,12792,216.4666667,206.8333333,32.16666667,2.83E-05,31.89555556,348.9,348.7666667,348.7666667
18900,12793,217,209.5,39,0.00004,16.97666667,349.7,349.55,349.55
18950,12794,217.35,205.25,27.5,0.000025,21.09222222,349.95,349.85,349.85
18950,12795,217.4,209.65,37.5,0.00004,18.00555556,350.15,349.9,349.95
19100,12796,218.1,214.2,62,0.00007,8.745555556,350.6,350.2,350.3
19016.66667,12797,217.6166667,208.3,38.5,0.00004,13.89,350.1166667,349.9333333,349.9333333
